max_depth,validation_accuracy_mean,validation_accuracy_min,validation_accuracy_max,missed_male_survivor_rate_mean,missed_male_survivor_rate_min,missed_male_survivor_rate_max,captured_male_survivor_count_mean
5,0.7858472998137803,0.7541899441340782,0.8044692737430168,0.7497584541062802,0.6666666666666666,0.8,6.0
6,0.7839851024208566,0.7597765363128491,0.7988826815642458,0.8469806763285025,0.782608695652174,0.9583333333333334,3.6666666666666665
7,0.7690875232774674,0.7486033519553073,0.7821229050279329,0.7485507246376812,0.6956521739130435,0.8,6.0
